1710883936:407469,B002,1.0000,1.0000,1.0000
1710883937:8031,B003,24.0000,22.0000,21.0000,0.0000
1710883937:407546,B002,1.0000,1.0000,1.0000
1710883938:8092,B003,24.0000,22.0000,21.0000,0.0000
1710883938:407612,B002,1.0000,1.0000,1.0000
1710883939:8149,B003,24.0000,22.0000,21.0000,0.0000
1710883939:407675,B002,1.0000,1.0000,1.0000
1710883940:8214,B003,24.0000,22.0000,21.0000,0.0000
1710883940:407749,B002,1.0000,1.0000,1.0000
1710883941:8290,B003,24.0000,22.0000,21.0000,0.0000
1710883941:407831,B002,1.0000,1.0000,1.0000
1710883942:8364,B003,24.0000,22.0000,21.0000,0.0000
1710883942:407908,B002,1.0000,1.0000,1.0000
1710883943:8452,B003,24.0000,22.0000,21.0000,0.0000
1710883943:407971,B002,1.0000,1.0000,1.0000
1710883944:8509,B003,24.0000,22.0000,21.0000,0.0000
1710883944:408036,B002,1.0000,1.0000,1.0000
1710883945:8596,B003,24.0000,22.0000,21.0000,0.0000
1710883945:408114,B002,1.0000,1.0000,1.0000
1710883946:8652,B003,24.0000,22.0000,21.0000,0.0000
1710883946:408175,B002,1.0000,1.0000,1.0000
1710883947:8722,B003,24.0000,22.0000,21.0000,0.0000
1710883947:409083,B002,1.0000,1.0000,1.0000
1710883948:8789,B003,24.0000,22.0000,21.0000,0.0000
1710883948:408319,B002,1.0000,1.0000,1.0000
1710883949:8885,B003,24.0000,22.0000,21.0000,0.0000
1710883949:408397,B002,1.0000,1.0000,1.0000
1710883950:8935,B003,24.0000,22.0000,21.0000,0.0000
1710883950:408469,B002,1.0000,1.0000,1.0000
1710883951:9000,B003,24.0000,22.0000,21.0000,0.0000
1710883951:408548,B002,1.0000,1.0000,1.0000
1710883952:9090,B003,24.0000,22.0000,21.0000,0.0000
1710883952:408523,B002,1.0000,1.0000,1.0000
1710883953:9132,B003,24.0000,22.0000,21.0000,0.0000
1710883953:408585,B002,1.0000,1.0000,1.0000
1710883954:9207,B003,24.0000,22.0000,21.0000,0.0000
1710883954:408758,B002,1.0000,1.0000,1.0000
1710883955:9323,B003,24.0000,22.0000,21.0000,0.0000
1710883955:408830,B002,1.0000,1.0000,1.0000
1710883956:9366,B003,24.0000,22.0000,21.0000,0.0000
1710883956:408914,B002,1.0000,1.0000,1.0000
1710883957:9443,B003,24.0000,22.0000,21.0000,0.0000
1710883957:408968,B002,1.0000,1.0000,1.0000
1710883958:9511,B003,24.0000,22.0000,21.0000,0.0000
1710883958:409045,B002,1.0000,1.0000,1.0000
1710883959:9582,B003,24.0000,22.0000,21.0000,0.0000
1710883959:409112,B002,1.0000,1.0000,1.0000
1710883960:9651,B003,24.0000,22.0000,21.0000,0.0000
1710883960:409178,B002,1.0000,1.0000,1.0000
1710883961:9756,B003,24.0000,22.0000,21.0000,0.0000
1710883961:409262,B002,1.0000,1.0000,1.0000
1710883962:9810,B003,24.0000,22.0000,21.0000,0.0000
1710883962:409326,B002,1.0000,1.0000,1.0000
1710883963:9884,B003,24.0000,22.0000,21.0000,0.0000
1710883963:409403,B002,1.0000,1.0000,1.0000
1710883964:9940,B003,24.0000,22.0000,21.0000,0.0000
1710883964:409463,B002,1.0000,1.0000,1.0000
1710883965:10029,B003,24.0000,22.0000,21.0000,0.0000
1710883965:409544,B002,1.0000,1.0000,1.0000
1710883966:10085,B003,24.0000,22.0000,21.0000,0.0000
1710883966:409610,B002,1.0000,1.0000,1.0000
1710883967:10170,B003,24.0000,22.0000,21.0000,0.0000
1710883967:409689,B002,1.0000,1.0000,1.0000
1710883968:10252,B003,24.0000,22.0000,21.0000,0.0000
1710883968:409756,B002,1.0000,1.0000,1.0000
1710883969:10305,B003,24.0000,22.0000,21.0000,0.0000
1710883969:409825,B002,1.0000,1.0000,1.0000
1710883970:10374,B003,24.0000,22.0000,21.0000,0.0000
1710883970:409896,B002,1.0000,1.0000,1.0000
1710883971:10462,B003,24.0000,22.0000,21.0000,0.0000
1710883971:409969,B002,1.0000,1.0000,1.0000
1710883972:10515,B003,24.0000,22.0000,21.0000,0.0000
1710883972:410043,B002,1.0000,1.0000,1.0000
1710883973:10606,B003,24.0000,22.0000,21.0000,0.0000
1710883973:410115,B002,1.0000,1.0000,1.0000
1710883974:10657,B003,24.0000,22.0000,21.0000,0.0000
1710883974:410209,B002,1.0000,1.0000,1.0000
1710883975:10733,B003,24.0000,22.0000,21.0000,0.0000
1710883975:410275,B002,1.0000,1.0000,1.0000
1710883976:10800,B003,24.0000,22.0000,21.0000,0.0000
1710883976:410346,B002,1.0000,1.0000,1.0000
1710883977:10865,B003,24.0000,22.0000,21.0000,0.0000
1710883977:410405,B002,1.0000,1.0000,1.0000
1710883978:10940,B003,24.0000,22.0000,21.0000,0.0000
1710883978:410466,B002,1.0000,1.0000,1.0000
1710883979:11027,B003,24.0000,22.0000,21.0000,0.0000
1710883979:410564,B002,1.0000,1.0000,1.0000
1710883980:11086,B003,24.0000,22.0000,21.0000,0.0000
1710883980:410614,B002,1.0000,1.0000,1.0000
1710883981:11191,B003,24.0000,22.0000,21.0000,0.0000
1710883981:410699,B002,1.0000,1.0000,1.0000
1710883982:11245,B003,24.0000,22.0000,21.0000,0.0000
1710883982:410760,B002,1.0000,1.0000,1.0000
1710883983:11304,B003,24.0000,22.0000,21.0000,0.0000
1710883983:410834,B002,1.0000,1.0000,1.0000
1710883984:11368,B003,24.0000,22.0000,21.0000,0.0000
1710883984:410911,B002,1.0000,1.0000,1.0000
1710883985:11459,B003,24.0000,22.0000,21.0000,0.0000
1710883985:410976,B002,1.0000,1.0000,1.0000
1710883986:11521,B003,24.0000,22.0000,21.0000,0.0000
1710883986:411044,B002,1.0000,1.0000,1.0000
1710883987:11617,B003,24.0000,22.0000,21.0000,0.0000
1710883987:411129,B002,1.0000,1.0000,1.0000
1710883988:11661,B003,24.0000,22.0000,21.0000,0.0000
1710883988:213653,B003,24.0000,22.0000,21.0000,0.0000
1710883988:411188,B002,1.0000,1.0000,1.0000
1710883989:11730,B003,24.0000,22.0000,21.0000,0.0000
1710883989:411265,B002,1.0000,1.0000,1.0000
1710883990:11802,B003,24.0000,22.0000,21.0000,0.0000
1710883990:411323,B002,1.0000,1.0000,1.0000
1710883991:11885,B003,24.0000,22.0000,21.0000,0.0000
1710883991:411399,B002,1.0000,1.0000,1.0000
1710883992:11953,B003,24.0000,22.0000,21.0000,0.0000
1710883992:411476,B002,1.0000,1.0000,1.0000
1710883993:12030,B003,24.0000,22.0000,21.0000,0.0000
1710883993:411545,B002,1.0000,1.0000,1.0000
1710883994:12081,B003,24.0000,22.0000,21.0000,0.0000
1710883994:412425,B002,1.0000,1.0000,1.0000
1710883995:12153,B003,24.0000,22.0000,21.0000,0.0000
1710883995:411692,B002,1.0000,1.0000,1.0000
1710883996:12224,B003,24.0000,22.0000,21.0000,0.0000
