1710883335:364661,B002,1.0000,1.0000,1.0000
1710883335:965191,B003,24.0000,22.0000,21.0000,0.0000
1710883336:364727,B002,1.0000,1.0000,1.0000
1710883336:965285,B003,24.0000,22.0000,21.0000,0.0000
1710883337:364797,B002,1.0000,1.0000,1.0000
1710883337:965330,B003,24.0000,22.0000,21.0000,0.0000
1710883338:365698,B002,1.0000,1.0000,1.0000
1710883338:965403,B003,24.0000,22.0000,21.0000,0.0000
1710883339:364929,B002,1.0000,1.0000,1.0000
1710883339:965466,B003,24.0000,22.0000,21.0000,0.0000
1710883340:365004,B002,1.0000,1.0000,1.0000
1710883340:965572,B003,24.0000,22.0000,21.0000,0.0000
1710883341:167563,B003,24.0000,22.0000,21.0000,0.0000
1710883341:365086,B002,1.0000,1.0000,1.0000
1710883341:965631,B003,24.0000,22.0000,21.0000,0.0000
1710883342:365150,B002,1.0000,1.0000,1.0000
1710883342:965718,B003,24.0000,22.0000,21.0000,0.0000
1710883343:365231,B002,1.0000,1.0000,1.0000
1710883343:965768,B003,24.0000,22.0000,21.0000,0.0000
1710883344:365287,B002,1.0000,1.0000,1.0000
1710883344:965839,B003,24.0000,22.0000,21.0000,0.0000
1710883345:365372,B002,1.0000,1.0000,1.0000
1710883345:965902,B003,24.0000,22.0000,21.0000,0.0000
1710883346:365427,B002,1.0000,1.0000,1.0000
1710883346:965964,B003,24.0000,22.0000,21.0000,0.0000
1710883347:365504,B002,1.0000,1.0000,1.0000
1710883347:966044,B003,24.0000,22.0000,21.0000,0.0000
1710883348:365563,B002,1.0000,1.0000,1.0000
1710883348:966127,B003,24.0000,22.0000,21.0000,0.0000
1710883349:365635,B002,1.0000,1.0000,1.0000
1710883349:966209,B003,24.0000,22.0000,21.0000,0.0000
1710883350:365718,B002,1.0000,1.0000,1.0000
1710883350:966274,B003,24.0000,22.0000,21.0000,0.0000
1710883351:168238,B003,24.0000,22.0000,21.0000,0.0000
1710883351:365774,B002,1.0000,1.0000,1.0000
1710883351:966343,B003,24.0000,22.0000,21.0000,0.0000
1710883352:365851,B002,1.0000,1.0000,1.0000
1710883352:966399,B003,24.0000,22.0000,21.0000,0.0000
1710883353:365921,B002,1.0000,1.0000,1.0000
1710883353:966476,B003,24.0000,22.0000,21.0000,0.0000
1710883354:365986,B002,1.0000,1.0000,1.0000
1710883354:966561,B003,24.0000,22.0000,21.0000,0.0000
1710883355:366073,B002,1.0000,1.0000,1.0000
1710883355:966606,B003,24.0000,22.0000,21.0000,0.0000
1710883356:366135,B002,1.0000,1.0000,1.0000
1710883356:966668,B003,24.0000,22.0000,21.0000,0.0000
1710883357:366221,B002,1.0000,1.0000,1.0000
1710883357:966738,B003,24.0000,22.0000,21.0000,0.0000
1710883358:366302,B002,1.0000,1.0000,1.0000
1710883358:966811,B003,24.0000,22.0000,21.0000,0.0000
1710883359:366320,B002,1.0000,1.0000,1.0000
1710883359:966884,B003,24.0000,22.0000,21.0000,0.0000
1710883360:366418,B002,1.0000,1.0000,1.0000
1710883360:966967,B003,24.0000,22.0000,21.0000,0.0000
1710883361:366404,B002,1.0000,1.0000,1.0000
1710883361:967014,B003,24.0000,22.0000,21.0000,0.0000
