1710879333:307,B001,1.0000,11.0000,11.0000
1710879333:160330,B001,1.0000,11.0000,11.0000
1710879333:230327,B001,1.0000,11.0000,11.0000
1710879333:390336,B001,1.0000,11.0000,11.0000
1710879333:420335,B001,1.0000,11.0000,11.0000
1710879333:550348,B001,1.0000,11.0000,11.0000
1710879333:580349,B001,1.0000,11.0000,11.0000
1710879333:746677,B003,23.0000,22.0000,21.0000,0.0000
1710879333:810372,B001,1.0000,11.0000,11.0000
1710879333:840366,B001,1.0000,11.0000,11.0000
1710879333:970381,B001,1.0000,11.0000,11.0000
1710879334:381,B001,1.0000,11.0000,11.0000
1710879334:160389,B001,1.0000,11.0000,11.0000
1710879334:231211,B001,1.0000,11.0000,11.0000
1710879334:390408,B001,1.0000,11.0000,11.0000
1710879334:420409,B001,1.0000,11.0000,11.0000
1710879334:550457,B001,1.0000,11.0000,11.0000
1710879334:580425,B001,1.0000,11.0000,11.0000
1710879334:746786,B003,23.0000,22.0000,21.0000,0.0000
1710879334:810461,B001,1.0000,11.0000,11.0000
1710879334:840435,B001,1.0000,11.0000,11.0000
1710879334:970471,B001,1.0000,11.0000,11.0000
1710879335:453,B001,1.0000,11.0000,11.0000
1710879335:160464,B001,1.0000,11.0000,11.0000
1710879335:230482,B001,1.0000,11.0000,11.0000
1710879335:390513,B001,1.0000,11.0000,11.0000
1710879335:420479,B001,1.0000,11.0000,11.0000
1710879335:551305,B001,1.0000,11.0000,11.0000
1710879335:580495,B001,1.0000,11.0000,11.0000
1710879335:746823,B003,23.0000,22.0000,21.0000,0.0000
1710879335:810504,B001,1.0000,11.0000,11.0000
1710879335:840506,B001,1.0000,11.0000,11.0000
1710879335:970523,B001,1.0000,11.0000,11.0000
1710879336:525,B001,1.0000,11.0000,11.0000
1710879336:160536,B001,1.0000,11.0000,11.0000
1710879336:230547,B001,1.0000,11.0000,11.0000
1710879336:390547,B001,1.0000,11.0000,11.0000
1710879336:420550,B001,1.0000,11.0000,11.0000
1710879336:550565,B001,1.0000,11.0000,11.0000
1710879336:580558,B001,1.0000,11.0000,11.0000
1710879336:746895,B003,23.0000,22.0000,21.0000,0.0000
1710879336:811396,B001,1.0000,11.0000,11.0000
1710879336:840579,B001,1.0000,11.0000,11.0000
1710879336:970597,B001,1.0000,11.0000,11.0000
1710879337:597,B001,1.0000,11.0000,11.0000
1710879337:161414,B001,1.0000,11.0000,11.0000
1710879337:230602,B001,1.0000,11.0000,11.0000
1710879337:390638,B001,1.0000,11.0000,11.0000
1710879337:420622,B001,1.0000,11.0000,11.0000
1710879337:550633,B001,1.0000,11.0000,11.0000
1710879337:580637,B001,1.0000,11.0000,11.0000
1710879337:746964,B003,23.0000,22.0000,21.0000,0.0000
1710879337:810648,B001,1.0000,11.0000,11.0000
1710879337:840650,B001,1.0000,11.0000,11.0000
1710879337:970656,B001,1.0000,11.0000,11.0000
1710879338:660,B001,1.0000,11.0000,11.0000
1710879338:160674,B001,1.0000,11.0000,11.0000
1710879338:230680,B001,1.0000,11.0000,11.0000
1710879338:390692,B001,1.0000,11.0000,11.0000
1710879338:420689,B001,1.0000,11.0000,11.0000
1710879338:550701,B001,1.0000,11.0000,11.0000
1710879338:580702,B001,1.0000,11.0000,11.0000
1710879338:747031,B003,23.0000,22.0000,21.0000,0.0000
1710879338:811536,B001,1.0000,11.0000,11.0000
1710879338:840718,B001,1.0000,11.0000,11.0000
1710879338:970733,B001,1.0000,11.0000,11.0000
1710879339:733,B001,1.0000,11.0000,11.0000
1710879339:160747,B001,1.0000,11.0000,11.0000
1710879339:230744,B001,1.0000,11.0000,11.0000
1710879339:390777,B001,1.0000,11.0000,11.0000
1710879339:420763,B001,1.0000,11.0000,11.0000
1710879339:550779,B001,1.0000,11.0000,11.0000
1710879339:580772,B001,1.0000,11.0000,11.0000
1710879339:747100,B003,23.0000,22.0000,21.0000,0.0000
1710879339:811600,B001,1.0000,11.0000,11.0000
1710879339:840790,B001,1.0000,11.0000,11.0000
1710879339:970937,B001,1.0000,11.0000,11.0000
1710879340:810,B001,1.0000,11.0000,11.0000
1710879340:160828,B001,1.0000,11.0000,11.0000
1710879340:230821,B001,1.0000,11.0000,11.0000
1710879340:390836,B001,1.0000,11.0000,11.0000
1710879340:420829,B001,1.0000,11.0000,11.0000
1710879340:550865,B001,1.0000,11.0000,11.0000
1710879340:580858,B001,1.0000,11.0000,11.0000
1710879340:747182,B003,23.0000,22.0000,21.0000,0.0000
1710879340:810864,B001,1.0000,11.0000,11.0000
1710879340:840856,B001,1.0000,11.0000,11.0000
1710879340:970868,B001,1.0000,11.0000,11.0000
1710879341:874,B001,1.0000,11.0000,11.0000
1710879341:160888,B001,1.0000,11.0000,11.0000
1710879341:230905,B001,1.0000,11.0000,11.0000
1710879341:390898,B001,1.0000,11.0000,11.0000
1710879341:420903,B001,1.0000,11.0000,11.0000
1710879341:550923,B001,1.0000,11.0000,11.0000
1710879341:580916,B001,1.0000,11.0000,11.0000
1710879341:747251,B003,23.0000,22.0000,21.0000,0.0000
1710879341:810932,B001,1.0000,11.0000,11.0000
1710879341:840932,B001,1.0000,11.0000,11.0000
1710879341:970949,B001,1.0000,11.0000,11.0000
1710879342:947,B001,1.0000,11.0000,11.0000
1710879342:160970,B001,1.0000,11.0000,11.0000
1710879342:230960,B001,1.0000,11.0000,11.0000
1710879342:390979,B001,1.0000,11.0000,11.0000
1710879342:420971,B001,1.0000,11.0000,11.0000
1710879342:550986,B001,1.0000,11.0000,11.0000
1710879342:580987,B001,1.0000,11.0000,11.0000
1710879342:747310,B003,23.0000,22.0000,21.0000,0.0000
1710879342:811004,B001,1.0000,11.0000,11.0000
1710879342:840999,B001,1.0000,11.0000,11.0000
1710879342:971010,B001,1.0000,11.0000,11.0000
1710879343:1016,B001,1.0000,11.0000,11.0000
1710879343:161034,B001,1.0000,11.0000,11.0000
1710879343:231034,B001,1.0000,11.0000,11.0000
1710879343:391048,B001,1.0000,11.0000,11.0000
1710879343:421047,B001,1.0000,11.0000,11.0000
1710879343:551060,B001,1.0000,11.0000,11.0000
1710879343:581056,B001,1.0000,11.0000,11.0000
1710879343:747381,B003,23.0000,22.0000,21.0000,0.0000
1710879343:811071,B001,1.0000,11.0000,11.0000
1710879343:841069,B001,1.0000,11.0000,11.0000
1710879343:971083,B001,1.0000,11.0000,11.0000
1710879344:1087,B001,1.0000,11.0000,11.0000
1710879344:161097,B001,1.0000,11.0000,11.0000
1710879344:231101,B001,1.0000,11.0000,11.0000
1710879344:391118,B001,1.0000,11.0000,11.0000
1710879344:421116,B001,1.0000,11.0000,11.0000
1710879344:551128,B001,1.0000,11.0000,11.0000
1710879344:581124,B001,1.0000,11.0000,11.0000
1710879344:747455,B003,23.0000,22.0000,21.0000,0.0000
1710879344:811144,B001,1.0000,11.0000,11.0000
1710879344:841143,B001,1.0000,11.0000,11.0000
1710879344:949457,B003,23.0000,22.0000,21.0000,0.0000
1710879344:971156,B001,1.0000,11.0000,11.0000
1710879345:1156,B001,1.0000,11.0000,11.0000
1710879345:161170,B001,1.0000,11.0000,11.0000
1710879345:231165,B001,1.0000,11.0000,11.0000
1710879345:391184,B001,1.0000,11.0000,11.0000
1710879345:421185,B001,1.0000,11.0000,11.0000
1710879345:551197,B001,1.0000,11.0000,11.0000
1710879345:581202,B001,1.0000,11.0000,11.0000
1710879345:747526,B003,23.0000,22.0000,21.0000,0.0000
1710879345:811215,B001,1.0000,11.0000,11.0000
1710879345:841217,B001,1.0000,11.0000,11.0000
1710879345:971227,B001,1.0000,11.0000,11.0000
1710879346:1224,B001,1.0000,11.0000,11.0000
1710879346:161256,B001,1.0000,11.0000,11.0000
1710879346:231247,B001,1.0000,11.0000,11.0000
1710879346:391270,B001,1.0000,11.0000,11.0000
1710879346:421254,B001,1.0000,11.0000,11.0000
1710879346:551269,B001,1.0000,11.0000,11.0000
1710879346:581282,B001,1.0000,11.0000,11.0000
1710879346:811335,B001,1.0000,11.0000,11.0000
1710879346:842105,B001,1.0000,11.0000,11.0000
1710879346:971299,B001,1.0000,11.0000,11.0000
1710879347:2110,B001,1.0000,11.0000,11.0000
1710879347:161311,B001,1.0000,11.0000,11.0000
1710879347:231320,B001,1.0000,11.0000,11.0000
1710879347:391329,B001,1.0000,11.0000,11.0000
1710879347:421327,B001,1.0000,11.0000,11.0000
1710879347:551342,B001,1.0000,11.0000,11.0000
1710879347:581337,B001,1.0000,11.0000,11.0000
1710879347:747679,B003,23.0000,22.0000,21.0000,0.0000
1710879347:811355,B001,1.0000,11.0000,11.0000
1710879347:841357,B001,1.0000,11.0000,11.0000
1710879347:949668,B003,23.0000,22.0000,21.0000,0.0000
1710879347:971368,B001,1.0000,11.0000,11.0000
1710879348:1367,B001,1.0000,11.0000,11.0000
1710879348:162226,B001,1.0000,11.0000,11.0000
1710879348:231386,B001,1.0000,11.0000,11.0000
1710879348:391398,B001,1.0000,11.0000,11.0000
1710879348:421406,B001,1.0000,11.0000,11.0000
1710879348:551414,B001,1.0000,11.0000,11.0000
1710879348:581409,B001,1.0000,11.0000,11.0000
