1710912267:682052,B000,1.0750,11.0000,11.0000,0.0000
1710912267:921239,B003,24.8307,23.0284,22.4232
1710912267:922062,B000,1.0800,11.0000,11.0000,0.0000
1710912267:922592,B000,1.0750,11.0000,11.0000,0.0000
1710912267:923715,B000,1.0750,11.0000,11.0000,0.0000
1710912267:923891,B000,1.0750,11.0000,11.0000,0.0000
1710912267:924857,B000,1.0750,11.0000,11.0000,0.0000
1710912267:925034,B000,1.0750,11.0000,11.0000,0.0000
1710912267:925524,B000,1.0750,11.0000,11.0000,0.0000
1710912268:55520,B000,1.0750,11.0000,11.0000,0.0000
1710912268:85484,B000,1.0750,11.0000,11.0000,0.0000
1710912268:132171,B003,24.8420,23.0142,22.4092
1710912268:364810,B000,1.0750,11.0000,11.0000,0.0000
1710912268:365307,B000,1.0750,11.0000,11.0000,0.0000
1710912268:475540,B000,1.0750,11.0000,11.0000,0.0000
1710912268:505611,B000,1.0750,11.0000,11.0000,0.0000
1710912268:636336,B000,1.0750,11.0000,11.0000,0.0000
1710912268:665520,B000,1.0750,11.0000,11.0000,0.0000
1710912268:895537,B000,1.0750,11.0000,11.0000,0.0000
1710912268:925538,B000,1.0750,11.0000,11.0000,0.0000
1710912269:55703,B000,1.0750,11.0000,11.0000,0.0000
1710912269:85815,B000,1.0750,11.0000,11.0000,0.0000
1710912269:132423,B003,24.8307,23.0496,22.4022
1710912269:245855,B000,1.0750,11.0000,11.0000,0.0000
1710912269:315831,B000,1.0750,11.0000,11.0000,0.0000
1710912269:475849,B000,1.0750,11.0000,11.0000,0.0000
1710912269:505841,B000,1.0750,11.0000,11.0000,0.0000
1710912269:635863,B000,1.0750,11.0000,11.0000,0.0000
1710912269:665852,B000,1.0750,11.0000,11.0000,0.0000
1710912269:895872,B000,1.0750,11.0000,11.0000,0.0000
1710912269:925872,B000,1.0750,11.0000,11.0000,0.0000
1710912270:55876,B000,1.0750,11.0000,11.0000,0.0000
1710912270:85887,B000,1.0750,11.0000,11.0000,0.0000
1710912270:132400,B003,24.8194,23.0355,22.4092
1710912270:245894,B000,1.0750,11.0000,11.0000,0.0000
1710912270:315899,B000,1.0750,11.0000,11.0000,0.0000
1710912270:475921,B000,1.0750,11.0000,11.0000,0.0000
1710912270:505910,B000,1.0750,11.0000,11.0000,0.0000
1710912270:635931,B000,1.0750,11.0000,11.0000,0.0000
1710912270:665921,B000,1.0750,11.0000,11.0000,0.0000
1710912270:895943,B000,1.0750,11.0000,11.0000,0.0000
1710912270:925939,B000,1.0750,11.0000,11.0000,0.0000
1710912271:55952,B000,1.0750,11.0000,11.0000,0.0000
1710912271:85953,B000,1.0750,11.0000,11.0000,0.0000
1710912271:132470,B003,24.8420,23.0355,22.4092
1710912271:245961,B000,1.0750,11.0000,11.0000,0.0000
1710912271:315969,B000,1.0750,11.0000,11.0000,0.0000
1710912271:475990,B000,1.0750,11.0000,11.0000,0.0000
1710912271:505983,B000,1.0750,11.0000,11.0000,0.0000
1710912271:635991,B000,1.0750,11.0000,11.0000,0.0000
1710912271:665992,B000,1.0750,11.0000,11.0000,0.0000
1710912271:896009,B000,1.0750,11.0000,11.0000,0.0000
1710912271:926007,B000,1.0750,11.0000,11.0000,0.0000
1710912272:56020,B000,1.0750,11.0000,11.0000,0.0000
1710912272:86025,B000,1.0750,11.0000,11.0000,0.0000
1710912272:132633,B003,24.8307,23.0284,22.4232
