1710873536:129458,B001,11.0000,11.0000,1.0000
1710873536:130299,B001,11.0000,11.0000,1.0000
1710873536:132419,B001,11.0000,11.0000,1.0000
1710873536:133445,B001,11.0000,11.0000,1.0000
1710873536:135538,B001,11.0000,11.0000,1.0000
1710873536:136033,B001,11.0000,11.0000,1.0000
1710873536:204687,B001,11.0000,11.0000,1.0000
1710873536:216785,B001,11.0000,11.0000,1.0000
1710873536:376472,B001,11.0000,11.0000,1.0000
1710873536:406458,B001,11.0000,11.0000,1.0000
1710873536:536500,B001,11.0000,11.0000,1.0000
1710873536:566464,B001,11.0000,11.0000,1.0000
1710873536:732875,B003,22.0000,22.0000,24.0000,150.0000
1710873536:796496,B001,11.0000,11.0000,1.0000
1710873536:826493,B001,11.0000,11.0000,1.0000
1710873536:956507,B001,11.0000,11.0000,1.0000
1710873536:986499,B001,11.0000,11.0000,1.0000
1710873537:146519,B001,11.0000,11.0000,1.0000
1710873537:216526,B001,11.0000,11.0000,1.0000
1710873537:376529,B001,11.0000,11.0000,1.0000
1710873537:407341,B001,11.0000,11.0000,1.0000
1710873537:536538,B001,11.0000,11.0000,1.0000
1710873537:566539,B001,11.0000,11.0000,1.0000
1710873537:732867,B003,22.0000,22.0000,24.0000,150.0000
1710873537:796555,B001,11.0000,11.0000,1.0000
1710873537:826564,B001,11.0000,11.0000,1.0000
1710873537:956573,B001,11.0000,11.0000,1.0000
1710873537:986573,B001,11.0000,11.0000,1.0000
1710873538:146593,B001,11.0000,11.0000,1.0000
1710873538:216598,B001,11.0000,11.0000,1.0000
1710873538:376604,B001,11.0000,11.0000,1.0000
1710873538:406596,B001,11.0000,11.0000,1.0000
1710873538:536608,B001,11.0000,11.0000,1.0000
1710873538:566617,B001,11.0000,11.0000,1.0000
1710873538:732939,B003,22.0000,22.0000,24.0000,150.0000
1710873538:796624,B001,11.0000,11.0000,1.0000
1710873538:826630,B001,11.0000,11.0000,1.0000
1710873538:956635,B001,11.0000,11.0000,1.0000
1710873538:986653,B001,11.0000,11.0000,1.0000
1710873539:146649,B001,11.0000,11.0000,1.0000
1710873539:216673,B001,11.0000,11.0000,1.0000
1710873539:376687,B001,11.0000,11.0000,1.0000
1710873539:406674,B001,11.0000,11.0000,1.0000
1710873539:536698,B001,11.0000,11.0000,1.0000
1710873539:566690,B001,11.0000,11.0000,1.0000
1710873539:732989,B003,22.0000,22.0000,24.0000,150.0000
1710873539:796700,B001,11.0000,11.0000,1.0000
1710873539:826704,B001,11.0000,11.0000,1.0000
1710873539:956712,B001,11.0000,11.0000,1.0000
1710873539:986710,B001,11.0000,11.0000,1.0000
1710873540:146729,B001,11.0000,11.0000,1.0000
1710873540:217547,B001,11.0000,11.0000,1.0000
1710873540:376736,B001,11.0000,11.0000,1.0000
1710873540:406735,B001,11.0000,11.0000,1.0000
1710873540:536757,B001,11.0000,11.0000,1.0000
1710873540:566754,B001,11.0000,11.0000,1.0000
1710873540:733071,B003,22.0000,22.0000,24.0000,150.0000
1710873540:796777,B001,11.0000,11.0000,1.0000
1710873540:826771,B001,11.0000,11.0000,1.0000
1710873540:957596,B001,11.0000,11.0000,1.0000
1710873540:986778,B001,11.0000,11.0000,1.0000
1710873541:146802,B001,11.0000,11.0000,1.0000
1710873541:216811,B001,11.0000,11.0000,1.0000
1710873541:377259,B001,11.0000,11.0000,1.0000
1710873541:407284,B001,11.0000,11.0000,1.0000
1710873541:536969,B001,11.0000,11.0000,1.0000
1710873541:566963,B001,11.0000,11.0000,1.0000
1710873541:797287,B001,11.0000,11.0000,1.0000
1710873541:827337,B001,11.0000,11.0000,1.0000
1710873541:957074,B001,11.0000,11.0000,1.0000
1710873541:987031,B001,11.0000,11.0000,1.0000
1710873542:147104,B001,11.0000,11.0000,1.0000
1710873542:217173,B001,11.0000,11.0000,1.0000
1710873542:377238,B001,11.0000,11.0000,1.0000
1710873542:407234,B001,11.0000,11.0000,1.0000
1710873542:537039,B001,11.0000,11.0000,1.0000
1710873542:567041,B001,11.0000,11.0000,1.0000
1710873542:733445,B003,22.0000,22.0000,24.0000,150.0000
1710873542:797187,B001,11.0000,11.0000,1.0000
1710873542:827214,B001,11.0000,11.0000,1.0000
1710873542:957038,B001,11.0000,11.0000,1.0000
1710873542:987268,B001,11.0000,11.0000,1.0000
1710873543:147111,B001,11.0000,11.0000,1.0000
1710873543:217248,B001,11.0000,11.0000,1.0000
1710873543:377209,B001,11.0000,11.0000,1.0000
1710873543:407192,B001,11.0000,11.0000,1.0000
1710873543:537134,B001,11.0000,11.0000,1.0000
1710873543:567125,B001,11.0000,11.
