1710825016:78409,B003,22.0000,22.0000,24.0000,150.0000
1710825016:550155,B003,22.0000,22.0000,24.0000,150.0000
1710825016:949682,B002,400.0000,400.0000,400.0000,-1.0000
1710825017:550246,B003,22.0000,22.0000,24.0000,150.0000
1710825017:949691,B002,400.0000,400.0000,400.0000,-1.0000
1710825018:550490,B003,22.0000,22.0000,24.0000,150.0000
1710825018:949999,B002,400.0000,400.0000,400.0000,-1.0000
1710825019:550525,B003,22.0000,22.0000,24.0000,150.0000
1710825019:950066,B002,400.0000,400.0000,400.0000,-1.0000
1710825020:550608,B003,22.0000,22.0000,24.0000,150.0000
1710825020:950136,B002,400.0000,400.0000,400.0000,-1.0000
1710825021:550670,B003,22.0000,22.0000,24.0000,150.0000
1710825021:950229,B002,400.0000,400.0000,400.0000,-1.0000
1710825022:550762,B003,22.0000,22.0000,24.0000,150.0000
1710825022:950302,B002,400.0000,400.0000,400.0000,-1.0000
1710825023:550816,B003,22.0000,22.0000,24.0000,150.0000
1710825023:950377,B002,400.0000,400.0000,400.0000,-1.0000
1710825024:550894,B003,22.0000,22.0000,24.0000,150.0000
1710825024:752900,B003,22.0000,22.0000,24.0000,150.0000
1710825024:950422,B002,400.0000,400.0000,400.0000,-1.0000
1710825025:550951,B003,22.0000,22.0000,24.0000,150.0000
1710825025:950497,B002,400.0000,400.0000,400.0000,-1.0000
1710825026:551022,B003,22.0000,22.0000,24.0000,150.0000
1710825026:950569,B002,400.0000,400.0000,400.0000,-1.0000
1710825027:551099,B003,22.0000,22.0000,24.0000,150.0000
1710825027:950634,B002,400.0000,400.0000,400.0000,-1.0000
1710825028:551183,B003,22.0000,22.0000,24.0000,150.0000
1710825028:950714,B002,400.0000,400.0000,400.0000,-1.0000
1710825029:551240,B003,22.0000,22.0000,24.0000,150.0000
1710825029:950776,B002,400.0000,400.0000,400.0000,-1.0000
1710825030:551323,B003,22.0000,22.0000,24.0000,150.0000
1710825030:950847,B002,400.0000,400.0000,400.0000,-1.0000
1710825031:551400,B003,22.0000,22.0000,24.0000,150.0000
1710825031:950920,B002,400.0000,400.0000,400.0000,-1.0000
1710825032:551448,B003,22.0000,22.0000,24.0000,150.0000
1710825032:950991,B002,400.0000,400.0000,400.0000,-1.0000
1710825033:551531,B003,22.0000,22.0000,24.0000,150.0000
1710825033:951064,B002,400.0000,400.0000,400.0000,-1.0000
1710825034:551614,B003,22.0000,22.0000,24.0000,150.0000
1710825034:951137,B002,400.0000,400.0000,400.0000,-1.0000
1710825035:551666,B003,22.0000,22.0000,24.0000,150.0000
1710825035:951202,B002,400.0000,400.0000,400.0000,-1.0000
1710825036:551739,B003,22.0000,22.0000,24.0000,150.0000
1710825036:951275,B002,400.0000,400.0000,400.0000,-1.0000
1710825037:551805,B003,22.0000,22.0000,24.0000,150.0000
1710825037:951342,B002,400.0000,400.0000,400.0000,-1.0000
1710825038:551882,B003,22.0000,22.0000,24.0000,150.0000
1710825038:951415,B002,400.0000,400.0000,400.0000,-1.0000
1710825039:551949,B003,22.0000,22.0000,24.0000,150.0000
